code,date_de1,date_do,gfwid,globalid,objectid,parties,resource,shape_Area,shape_Length,statut,sup_sig_ha,type
8085,2012-06-25T00:00:00Z,2008-06-26T00:00:00Z,6d320edd-2da7-455a-86df-6ab2ccb0fd20,{28793108-7F7E-4660-8539-602A366DB909},3647,WALNI MINERAL COMPANY SPRL,"Au, Diamant",396008829.8824464,85359.12140000612,Radiation en cours,39039,PR (PP)
8316,2011-07-25T00:00:00Z,2007-07-26T00:00:00Z,b31c38cc-da1c-4570-8164-114944460cfc,{3242BA9D-0EA7-43B1-B2F7-027C9CDA1E26},3726,KASHAMA  MUTEBA,"Au, Diamant",344284827.0751334,74219.65559999645,Radiation en cours,33940,PR (PP)
8887,2013-05-18T00:00:00Z,2008-05-19T00:00:00Z,280b37d1-66b7-484f-a1af-d0568a430c8f,{9C439775-1067-4B8F-9E52-7E63F1296D99},3879,BAOBAB MINERALS Sprl,"Au, Nb-Ta, Sn, Wolfram",107576601.66690163,55660.335000008345,Droit Déchu,10605,PR (AS)
9112,2013-05-28T00:00:00Z,2008-05-29T00:00:00Z,78bcef6d-c05e-464a-b4b1-4633a641f0d8,{CA92B557-06BA-4694-9F44-0080CFCC1794},3899,Proxmin,"Au, Diamant, Nb-Ta, Wolfram",20658823.284552142,29688.115399993956,Droit Déchu,2037,PR (PP)
9113,2012-05-14T00:00:00Z,2008-05-15T00:00:00Z,295de389-a707-4452-b23b-7a7ff21bfda8,{A982D4B8-87BB-4825-9579-2955A773D726},3900,Proxmin,"Au, Diamant",35293111.270169385,27835.83820000291,Radiation en cours,3479,PR (PP)
9473,2012-07-07T00:00:00Z,2008-07-08T00:00:00Z,01311a93-e7c2-45bf-b6e5-cb512e0acd83,{D20890C4-D2C2-47CE-B718-88A01E0DF168},3936,SOCIETE KAMKIS MINING SPRL,"Au, Diamant, Nb-Ta, SnO2, Wolfram",328886022.6380197,79796.28920000046,Radiation en cours,32422,PR (PP)
9927,2013-01-18T00:00:00Z,2009-01-19T00:00:00Z,b377555b-195e-49c8-835d-db34ff02709f,{56FB0873-0359-4608-89EF-D37249D35F9C},3995,Edouard KAMBALE,"Au, Diamant, Nb-Ta, SnO2",106748668.73077096,44537.410799995065,Radiation en cours,10523,PR (PP)
9928,2013-01-18T00:00:00Z,2009-01-19T00:00:00Z,6dfac255-34a2-46dd-83b4-95a67111fc2d,{4D0A3ACD-D17E-4F9D-9EBA-7E576F8C2B87},3996,Edouard KAMBALE,"Au, Diamant, Nb-Ta, SnO2",89535322.85349451,38968.78440000117,Actif-Transformation PR en PEPM,8827,PR (PP)
11185,2013-06-23T00:00:00Z,2009-06-24T00:00:00Z,f30275f5-dac4-44e6-ba7c-70de7cef79e3,{1263756E-23A1-42DF-B7C5-6D8013A0C82F},4141,Top Fric,"Au, Cu, Diamant, Fe",344383498.7394207,74230.2921999991,Radiation en cours,33950,PR (PP)
11187,2013-06-23T00:00:00Z,2009-06-24T00:00:00Z,43dcd57e-d8fa-4e6f-8b34-3f24820fa663,{0509663F-39A0-48E2-BFF5-87571B48AC01},4142,Top Fric,"Au, Cu, Diamant, Fe",241091911.44246107,83510.42520000786,Radiation en cours,23767,PR (PP)
11190,2013-06-26T00:00:00Z,2009-06-27T00:00:00Z,0ea73a04-a3fd-46fd-82ea-df7c79b95bf5,{9354BAB8-E03C-43B8-A96B-327A8BBC1823},4145,Top Fric,"Au, Cu, Diamant, Fe",206617094.01165223,63088.525600001216,Radiation en cours,20369,PR (PP)
11455,2013-08-21T00:00:00Z,2009-08-22T00:00:00Z,a7bd7e3a-7477-45fd-b6b0-2932d480a185,{5DDEF130-8DD4-4536-83F8-CD33478E8B68},4173,LIU ZHI GANG,"Au, Diamant, Fe, Nb-Ta",41329972.22952319,27839.261600002646,Actif,4074,PR (PP)
11798,2014-05-13T00:00:00Z,2010-05-14T00:00:00Z,afab9912-1e53-49bd-8586-f708c396cc32,{BBEBF37B-21F9-4163-A3D2-017562F47AA2},4214,SOCIETE MINIERE DE KILO MOTO,"Au, Diamant, Fe, Ta",299863771.00215447,74261.1521999985,Actif,29561,PR (PP)
11801,2014-09-03T00:00:00Z,2010-09-04T00:00:00Z,b8c63cce-e102-400f-b1c2-27f8035bc2a9,{169030F5-B250-4F75-B53F-9939800037F6},4216,SOCIETE MINIERE DE KILO MOTO,"Au, Diamant, Fe, Ta",120605989.22162122,50107.56620000303,Droit Octroyé,11890,PR (PP)
11832,2014-05-13T00:00:00Z,2010-05-14T00:00:00Z,b0076a6e-04b3-4159-b020-5f1cd976ad4a,{F46F65F6-EF27-4C4B-A3C5-C5303A1E6CF0},4228,SOCIETE MINIERE DE KILO MOTO,"Au, Diamant, Fe, Ta",341211343.0303327,79844.91340000182,Actif,33638,PR (PP)
11929,2014-04-14T00:00:00Z,2010-04-15T00:00:00Z,c47eef66-c806-44ac-ba20-9353c361f6cf,{6CD2A2D5-20F9-4292-A0CF-1D1A7554035B},4280,GISOR,"Au, Diamant",344450759.803974,74237.54279999435,Actif,33957,PR (PP)
11930,2014-04-14T00:00:00Z,2010-04-15T00:00:00Z,26ab39ce-9ec8-4f7e-a379-c5a39244699c,{62B09342-3CF9-4106-AD69-550CAFC019E3},4281,GISOR,"Au, Diamant",344450967.73790705,74237.56519999355,Actif,33957,PR (PP)
12505,2015-10-11T00:00:00Z,2011-10-12T00:00:00Z,26289d6c-25ca-478c-9f49-d5bfac5c19cd,{03776EA2-80E5-46E9-B9B3-84CE5EDF08E2},4390,Hubert ABEN IDUKU,"Au, Cu, Diamant, Fe, Nb-Ta, SnO2, Wolfram",12918732.79147134,29692.751399993896,Actif,1274,PR (PP)
ZRG00539,,,62af597c-72ab-4839-8266-87a38b8aa130,{10DACA71-9547-4D77-A1A1-7EAF316D534F},5059,Projet Recherches Géologiques,"Au, Diamant, Nb-Ta",357241185.44061315,100200.96079999954,Actif,35217,ZRG
ZRG01870,,,530f682d-c088-4f98-a529-013292ef78c5,{F7FEDEF8-8683-4E77-95DA-A8B340787AC1},6324,Projet Recherches Géologiques,Diamant,30983031.006744415,22264.961199998856,Actif,3054,ZRG
ZRG01871,,,5e78f796-4048-4393-9d80-72e8230c2cec,{EB5D5BD2-65AF-41A1-9A5C-EB2B89782C3C},6325,Projet Recherches Géologiques,Diamant,30986314.37503856,22266.140999995172,Actif,3055,ZRG
ZRG01872,,,b4a07771-5d4d-45a0-b4c4-4c1b52058087,{35D01009-1A63-4546-A3DD-61F987967145},6326,Projet Recherches Géologiques,Diamant,30982728.217742898,22264.852400004864,Actif,3054,ZRG
ZRG01984,,,eac86d75-a963-46ac-bdf1-613b767c4eaf,{BC8AC3EB-809E-4CFF-820C-C656573E3F23},6431,Projet Recherches Géologiques, ,37870005.56893797,25976.167600005865,Actif,3733,ZRG
ZRG02059,,,e08c73cb-37a4-47de-9dcc-662ae88d22c7,{DB521D09-B756-4DF4-AB8B-EBD5C7644892},6512,Projet Recherches Géologiques, ,34455805.989629574,29696.03140000254,Actif,3397,ZRG
ZRG02060,,,a6ced4fc-e960-4949-be52-078dc3d7209f,{D9B4702C-034E-4375-920B-1C0BF428469B},6513,Projet Recherches Géologiques, ,42213821.015174046,29705.556999996305,Actif,4162,ZRG
ZRG02089,,,0639c76d-e23e-4457-a075-aa96daea55be,{7E5768E6-EC89-49CA-B0BF-043D08042B88},6543,Projet Recherches Géologiques, ,172133570.11657736,55664.50800000131,Actif,16969,ZRG
ZRG02090,,,6f616559-864e-4103-9303-13615c0b9dda,{AC48D795-9A11-4E4A-A84B-E0107FE4A2E4},6544,Projet Recherches Géologiques, ,172124648.7985935,55661.164999999106,Actif,16968,ZRG
ZRG02091,,,09187a02-ceb1-4bf7-929f-9b5134344c86,{6598408C-2EDC-4789-A3A6-E889318DD542},6545,Projet Recherches Géologiques, ,172133570.11657736,55664.50800000131,Actif,16969,ZRG
ZRG02092,,,cd0c6f0c-6901-4bfa-8ca8-eb8141609912,{9505BC61-BC73-4884-920E-2B9FB9E134D9},6546,Projet Recherches Géologiques, ,172126183.14362526,55662.915399990976,Actif,16968,ZRG
ZRG02094,,,745be562-9c1f-469d-a6ea-3da83dde751f,{6983B3FE-8ABD-42AA-B409-2D728E5DD247},6548,Projet Recherches Géologiques, ,153191316.2644618,76071.47399999201,Actif,15102,ZRG
ZRG02095,,,5e563c84-b640-4372-b59b-6d377bd83b69,{0ADDA683-6153-4D61-8757-737D9BD7625F},6549,Projet Recherches Géologiques, ,171264276.3282638,76071.62419999391,Actif,16883,ZRG
ZRG02096,,,0c4767de-e21a-4536-bc77-8860c6e8a22e,{7843BAD5-BE9C-44DD-A451-794BCB8B0E08},6550,Projet Recherches Géologiques, ,172126183.14369437,55662.91539999843,Actif,16968,ZRG
ZRG02097,,,d0823713-9810-4bf7-9b4d-adb528ae5cd1,{E856C2C9-EA3B-468E-A46C-DC7976839ED1},6551,Projet Recherches Géologiques, ,242058030.71657112,74236.97519999743,Actif,23863,ZRG
ZRG02098,,,db9227cd-8c05-4d5c-ad0e-ad7a644ae415,{9605DDC8-BED3-4054-ACBE-994A646E4271},6552,Projet Recherches Géologiques, ,172133570.11664647,55664.50800000876,Actif,16969,ZRG
ZRG02099,,,8620cc45-5a16-4434-8c31-1c0ffaa721fa,{18F3B27B-9796-40CE-BA7E-D269DA41E74B},6553,Projet Recherches Géologiques, ,189496600.58847886,57533.8234000057,Actif,18681,ZRG
ZRG02100,,,5a66f471-4275-4900-b936-29e20a71017c,{D2BCC7D1-7A66-400A-937D-FDD40B6DB82B},6554,Projet Recherches Géologiques, ,147175430.69701147,57517.8954000026,Actif,14509,ZRG
ZRG02154,,,fa3f5a52-6c16-4312-b932-43175afebe48,{C88FCDDA-730A-4BFB-B6C5-4AA9DEFBB5AB},6608,Projet Recherches Géologiques, ,347911382.29806924,89104.22259999067,Actif,34298,ZRG
ZRG02172,,,687813d5-7a15-4bf6-b494-7052464709ea,{D953A788-AEF2-40BD-B53E-CC36D09EE259},6625,Projet Recherches Géologiques, ,169551530.73524588,57519.8254000023,Actif,16715,ZRG
ZRG02261,,,737caca7-d597-417c-90a8-df9c0fed3bf3,{DD840636-8358-4030-B4F3-039BE88E26F0},6720,Projet Recherches Géologiques,Al,30988049.289318513,22266.76440000534,Actif,3055,ZRG
ZRG02262,,,e7108eb0-0084-4991-84de-db8b503b4555,{477AAD54-F884-4FEE-B156-91700614F1DC},6721,Projet Recherches Géologiques,Au,30984559.423305187,22265.510400004685,Actif,3054,ZRG
ZRG02419,,,ac6f29ba-49b1-4425-bdf3-cf4a2eb9408b,{DC09CE8B-B8DA-4D5E-A6DF-F42E5DCDC821},6874,Projet Recherches Géologiques,"Ag, Au, Diamant, Nb, Ta",297185789.14664215,115072.3837999925,Actif,29297,ZRG
ZRG02420,,,d50d8ab7-f439-4430-a232-6e0fd5c1034f,{113C9C88-8A26-41B7-8D01-0060E24BE9FF},6875,Projet Recherches Géologiques,"Ag, Au, Diamant, Nb, Ta",278025092.7723855,111332.56439998746,Actif,27408,ZRG
ZRG02422,,,a58b677d-09f1-4740-9980-09ed29374d57,{498397D0-9A1A-480B-AD13-A28B7C0A3C5D},6877,Projet Recherches Géologiques,"Ag, Au, Diamant, Nb, Ta",323628098.08279777,74219.65559999645,Actif,31904,ZRG
ZRG02423,,,80ac416b-cf80-4713-9b9c-6f8c382bac88,{C68A5FB3-CD8D-4D26-A845-19853C9D7873},6878,Projet Recherches Géologiques,"Ag, Au, Diamant, Nb, Ta",298667393.28224856,103906.44379998744,Actif,29443,ZRG
ZRG02437,,,3e273e98-cbba-4ab2-9b54-4d7e40e04426,{D78A56DB-8C0A-4D81-8D70-3A3B044EE37C},6892,Projet Recherches Géologiques,Al,30985112.124556847,22265.708999998868,Actif,3055,ZRG
ZRG02443,,,65269399-3f9e-4fa5-b561-edf186b1311d,{351DC388-3EFB-4152-B7E1-885B2AF4EA56},6898,Projet Recherches Géologiques,Diamant,300407770.73682344,77932.48920000345,Actif,29615,ZRG
ZRG02486,,,43750e57-f87b-48cd-9a02-7ef435a191f6,{F4682BAE-213A-4451-BF35-CED6E4CE49B2},6940,Projet Recherches Géologiques,"Au, Diamant",55984778.22125599,55703.299800001085,Actif,5519,ZRG
ZRG02488,,,6c466e92-9db4-4369-b61d-750e13734dca,{BA7260B7-C58E-4118-95B2-572D48DB30C0},6942,Projet Recherches Géologiques,"Au, Diamant",1722978.8158078508,5569.999999992549,Actif,170,ZRG
ZRG02489,,,a8a12e00-efe7-4f6e-bdc3-23c02ca6cc78,{454E724D-B2BE-48F8-BBF2-0A27F1244A30},6943,Projet Recherches Géologiques,"Au, Diamant",30984559.423305187,22265.510400004685,Actif,3054,ZRG
ZRG02500,,,fbd66bec-7c91-481d-ad56-df1e081b08ec,{005B9E49-936D-4AF7-9CD3-4E43AAAAC885},6954,Projet Recherches Géologiques,Au,30987447.60742931,22266.5481999889,Actif,3055,ZRG
ZRG02501,,,07883ed4-1b47-4837-b866-f60527dca789,{2B0283AD-7C75-4311-8507-254ACA893302},6955,Projet Recherches Géologiques,Al,30988463.95455974,22266.913400001824,Actif,3055,ZRG
ZRG02506,,,ed0e54c6-2be8-44f6-bdad-8dc82fef3254,{7372E782-02AA-4D43-BEF6-A394940195A5},6960,Projet Recherches Géologiques,"Au, Diamant",328835249.1829355,105769.5022,Actif,32417,ZRG
ZRG02509,,,e4cdf756-31ca-4061-8b63-392d99478d54,{BCA3EAA7-578F-40E3-BC78-5BBFB8D9F1E2},6963,Projet Recherches Géologiques,"Au, Diamant",344328328.8219804,74224.34499999881,Actif,33944,ZRG
ZRG02519,,,209468ad-444f-4cd8-8f9b-84faba3df5b1,{B38DE237-CBC8-4D82-8DB4-50E0BAB6C3B0},6973,Projet Recherches Géologiques,Au,30995367.98946141,22269.394200004637,Actif,3056,ZRG
ZRG02582,,,28ef9232-4ebe-47cb-8149-cd29bd3564e1,{35417DEB-500C-40B9-8892-69AB73FD0768},7033,Projet Recherches Géologiques,Al,24100766.92491872,22266.27319999039,Actif,2376,ZRG
ZRG02584,,,838a7b85-7417-42ad-bba4-9bf8c7baa532,{B5D2B966-217D-4780-A477-0664E2C50CC4},7035,Projet Recherches Géologiques,Al,30985031.974624895,22265.680200003088,Actif,3055,ZRG
ZRG02585,,,8543bd36-871b-4cf3-ac78-42240a2866f4,{280D919C-47D3-4FCA-85A4-4696DE69FE13},7036,Projet Recherches Géologiques,Al,15492815.81330499,18555.25380001217,Actif,1527,ZRG
ZRG02586,,,dfdbf709-5a20-427d-9b18-a3092bee042b,{B189FAB9-AEA5-4949-81E4-38ADFC543EA3},7037,Projet Recherches Géologiques,Al,30987447.60745005,22266.548199996352,Actif,3055,ZRG
ZRG02590,,,41407972-f66a-4093-9502-69e99d3f3235,{92708F0E-B091-4C88-938A-6C08C2D65C56},7041,Projet Recherches Géologiques,Al,30986869.302696973,22266.340399995446,Actif,3055,ZRG
ZRG02654,,,21e1c568-11a1-4ebd-b3d9-cb6bdab0bcd5,{6441ADC8-4667-4A5E-B373-2A9E50963C13},7104,Projet Recherches Géologiques,Al,20657042.723097116,22265.888800002635,Actif,2036,ZRG
ZRG02657,,,b64e9e4c-03de-4d27-af0d-f99636bba98b,{10DA855F-2819-4921-8C88-1857638479D8},7107,Projet Recherches Géologiques,Al,13771620.699187279,22266.076600000262,Actif,1358,ZRG
ZRG02658,,,594bc713-58b4-4288-aa14-6b152caa2c40,{9D4A24CB-015A-43BC-A794-B2E9AE12C41F},7108,Projet Recherches Géologiques,Al,30982611.332201157,22264.810399994254,Actif,3054,ZRG
ZRG02659,,,ca5d4d86-81f8-40b8-b1ad-25886541be27,{90372800-A3B0-44BF-BBC6-643C1E0038FB},7109,Projet Recherches Géologiques,Al,30985958.15267438,22266.012999996543,Actif,3055,ZRG
ZRG02660,,,78d0c2bc-7d72-4745-82c9-3bf0b4c98742,{05EC7523-1767-4768-9D77-883B68BC487E},7110,Projet Recherches Géologiques,Al,30986314.3750593,22266.141000002623,Actif,3055,ZRG
ZRG02661,,,1effc739-6454-46e7-97c3-945282df4c75,{6B995256-0B6D-4789-AC74-55A2EF1A86F8},7111,Projet Recherches Géologiques,Al,30985031.417908184,22265.67999999225,Actif,3055,ZRG
ZRG02666,,,85228e10-f921-4a8c-8f8a-163da2467d11,{675B4FC5-6B85-48D4-90A0-FF877A238EA2},7116,Projet Recherches Géologiques,"Au, Diamant, Fe",164393806.8306539,85351.01460000128,Actif,16206,ZRG
ZRG02831,,,e9be5ea5-ff7a-4add-87c4-0b22250dc780,{EA45A73D-31D1-4B64-88D5-7AA86E9F2EFE},7307,Projet Recherches Géologiques,"Ag, Au, Cr, Nb, Sn, Ta",253235739.69600293,90975.58740001172,Actif,24965,ZRG
ZRG02861,,,912d9350-b032-4527-81e4-417c4e2032d7,{A409F6F6-DEC0-4895-9B64-CF8B10A9B85E},7337,Projet Recherches Géologiques,"Ag, Au, Be, Fe, Nb-Ta, Ta, Wolfram",234105636.3460777,66796.07360000163,Actif,23078,ZRG
ZRG02873,,,3eac13fb-013e-497c-b429-996eb017d4d1,{0637EA6F-12E7-42C5-B3F0-3602FA4B215B},7349,Projet Recherches Géologiques-Nor/Ezadex, ,113605289.3395646,70505.94759999216,Actif,11199,ZRG
ZRG02873,,,a39f5d27-19c2-4946-b41a-0fb0f96667b9,{BA0B439A-2C6D-496F-B1A6-C5A865F842E4},7350,Projet Recherches Géologiques-Nor/Ezadex, ,58525333.5037712,37109.048,Actif,5769,ZRG
ZRG02874,,,b7e829fe-bdc9-4f45-b171-55e3eaa96f08,{1555A575-0C34-496C-82AD-F62530CB1AC1},7352,Projet Recherches Géologiques-Nor/Ezadex, ,152329558.89918905,87204.42200000584,Actif,15017,ZRG
